Sub,Session,Race,Sex,Age,Immed,Delay,Time,response,rt,resp_final
122,1,1,2,35,11,25,5,2,1.197,1
122,1,1,2,35,11,30,11,2,1.044,1
122,1,1,2,35,12,30,38,1,1.477,1
122,1,1,2,35,12,35,76,2,1.011,0
122,1,1,2,35,16,25,113,2,2.945,0
122,1,1,2,35,16,25,70,1,4.015,0
122,1,1,2,35,18,30,67,1,2.196,0
122,1,1,2,35,19,25,20,2,2.212,1
122,1,1,2,35,21,30,171,1,1.644,0
122,1,1,2,35,25,35,4,2,1.262,1
122,1,1,2,35,30,35,3,2,1.962,1
122,1,1,2,35,32,35,59,2,2.346,0
122,1,1,2,35,30,35,42,2,3.131,0
122,1,1,2,35,15,30,158,1,2.663,0
122,1,1,2,35,31,35,129,2,2.212,0
122,1,1,2,35,13,35,27,1,2.363,1
122,1,1,2,35,17,25,9,2,2.778,1
