Sub,Session,Race,Sex,Age,Immed,Delay,Time,response,rt,resp_final
109,0,1,1,34,11,25,5,1,2.473,0
109,0,1,1,34,11,30,11,1,2.815,0
109,0,1,1,34,12,30,38,2,2.65,0
109,0,1,1,34,12,35,76,1,2.019,0
109,0,1,1,34,16,25,113,2,2.208,0
109,0,1,1,34,16,25,70,2,1.703,0
109,0,1,1,34,18,30,67,2,1.584,0
109,0,1,1,34,19,25,20,1,1.5,0
109,0,1,1,34,21,30,171,1,1.585,0
109,0,1,1,34,25,35,4,1,1.301,0
109,0,1,1,34,30,35,3,1,1.785,0
109,0,1,1,34,32,35,59,2,1.585,0
109,0,1,1,34,30,35,42,2,1.714,0
109,0,1,1,34,15,30,158,1,1.419,0
109,0,1,1,34,31,35,129,2,1.435,0
109,0,1,1,34,13,35,27,2,1.468,0
109,0,1,1,34,17,25,9,1,1.655,0
