Sub,Session,Race,Sex,Age,Immed,Delay,Time,response,rt,resp_final
118,0,1,1,28,11,25,5,2,1.859,1
118,0,1,1,28,11,30,11,2,2.001,1
118,0,1,1,28,12,30,38,2,2.133,0
118,0,1,1,28,12,35,76,1,1.484,0
118,0,1,1,28,16,25,113,2,2.065,0
118,0,1,1,28,16,25,70,2,1.559,0
118,0,1,1,28,18,30,67,2,1.071,0
118,0,1,1,28,19,25,20,1,1.471,0
118,0,1,1,28,21,30,171,1,1.055,0
118,0,1,1,28,25,35,4,1,1.248,0
118,0,1,1,28,30,35,3,1,1.159,0
118,0,1,1,28,32,35,59,2,1.506,0
118,0,1,1,28,30,35,42,2,1.163,0
118,0,1,1,28,15,30,158,1,1.791,0
118,0,1,1,28,31,35,129,2,1.272,0
118,0,1,1,28,13,35,27,2,1.221,0
118,0,1,1,28,17,25,9,1,0.903,0
