Sub,Session,Race,Sex,Age,Immed,Delay,Time,response,rt,resp_final
113,0,3,2,19,11,25,5,2,2.297,1
113,0,3,2,19,11,30,11,2,1.493,1
113,0,3,2,19,12,30,38,1,2.159,1
113,0,3,2,19,12,35,76,2,1.909,1
113,0,3,2,19,16,25,113,1,2.743,1
113,0,3,2,19,16,25,70,1,1.909,1
113,0,3,2,19,18,30,67,1,1.676,1
113,0,3,2,19,19,25,20,2,1.293,1
113,0,3,2,19,21,30,171,2,2.01,1
113,0,3,2,19,25,35,4,2,1.26,1
113,0,3,2,19,30,35,3,2,1.759,1
113,0,3,2,19,32,35,59,1,1.576,1
113,0,3,2,19,30,35,42,1,0.727,1
113,0,3,2,19,15,30,158,2,1.177,1
113,0,3,2,19,31,35,129,1,1.96,1
113,0,3,2,19,13,35,27,1,1.127,1
113,0,3,2,19,17,25,9,2,0.71,1
