Sub,Session,Race,Sex,Age,Immed,Delay,Time,response,rt,resp_final
112,0,4,1,19,11,25,5,2,1.68,1
112,0,4,1,19,11,30,11,2,1.953,1
112,0,4,1,19,12,30,38,2,2.722,0
112,0,4,1,19,12,35,76,1,1.887,0
112,0,4,1,19,16,25,113,2,1.704,0
112,0,4,1,19,16,25,70,2,1.572,0
112,0,4,1,19,18,30,67,2,1.32,0
112,0,4,1,19,19,25,20,2,1.068,1
112,0,4,1,19,21,30,171,1,1.171,0
112,0,4,1,19,25,35,4,2,1.238,1
112,0,4,1,19,30,35,3,2,1.006,1
112,0,4,1,19,32,35,59,2,1.076,0
112,0,4,1,19,30,35,42,2,1.065,0
112,0,4,1,19,15,30,158,1,1.272,0
112,0,4,1,19,31,35,129,2,0.957,0
112,0,4,1,19,13,35,27,2,1.506,0
112,0,4,1,19,17,25,9,2,1.392,1
