Sub,Session,Race,Sex,Age,Immed,Delay,Time,response,rt,resp_final
107,0,1,2,20,11,25,5,2,1.464,1
107,0,1,2,20,11,30,11,2,3.356,1
107,0,1,2,20,12,30,38,1,2.307,1
107,0,1,2,20,12,35,76,2,1.641,1
107,0,1,2,20,16,25,113,,,
107,0,1,2,20,16,25,70,1,2.224,1
107,0,1,2,20,18,30,67,1,1.738,1
107,0,1,2,20,19,25,20,2,1.521,1
107,0,1,2,20,21,30,171,1,1.957,0
107,0,1,2,20,25,35,4,2,1.525,1
107,0,1,2,20,30,35,3,2,1.475,1
107,0,1,2,20,32,35,59,2,2.057,0
107,0,1,2,20,30,35,42,1,3.69,1
107,0,1,2,20,15,30,158,2,3.14,1
107,0,1,2,20,31,35,129,2,2.055,0
107,0,1,2,20,13,35,27,1,2.458,1
107,0,1,2,20,17,25,9,2,1.488,1
