Sub,Session,Race,Sex,Age,Immed,Delay,Time,response,rt,resp_final
113,1,3,2,19,11,25,5,2,1.181,1
113,1,3,2,19,11,30,11,2,0.859,1
113,1,3,2,19,12,30,38,1,1.345,1
113,1,3,2,19,12,35,76,2,2.076,1
113,1,3,2,19,16,25,113,1,2.276,1
113,1,3,2,19,16,25,70,1,1.593,1
113,1,3,2,19,18,30,67,1,1.343,1
113,1,3,2,19,19,25,20,2,1.243,1
113,1,3,2,19,21,30,171,2,1.893,1
113,1,3,2,19,25,35,4,2,1.226,1
113,1,3,2,19,30,35,3,2,1.043,1
113,1,3,2,19,32,35,59,1,1.476,1
113,1,3,2,19,30,35,42,1,2.444,1
113,1,3,2,19,15,30,158,2,1.351,1
113,1,3,2,19,31,35,129,1,1.126,1
113,1,3,2,19,13,35,27,1,2.377,1
113,1,3,2,19,17,25,9,2,0.977,1
