Sub,Session,Race,Sex,Age,Immed,Delay,Time,response,rt,resp_final
124,0,3,1,29,11,25,5,2,1.652,1
124,0,3,1,29,11,30,11,2,0.874,1
124,0,3,1,29,12,30,38,1,2.519,1
124,0,3,1,29,12,35,76,2,1.925,0
124,0,3,1,29,16,25,113,,,0
124,0,3,1,29,16,25,70,,,0
124,0,3,1,29,18,30,67,,,0
124,0,3,1,29,19,25,20,2,1.687,1
124,0,3,1,29,21,30,171,2,1.02,0
124,0,3,1,29,25,35,4,2,0.724,1
124,0,3,1,29,30,35,3,2,2.725,1
124,0,3,1,29,32,35,59,2,1.816,0
124,0,3,1,29,30,35,42,1,1.39,0
124,0,3,1,29,15,30,158,2,1.12,0
124,0,3,1,29,31,35,129,2,1.455,0
124,0,3,1,29,13,35,27,1,1.637,1
124,0,3,1,29,17,25,9,2,1.275,1
