Sub,Session,Race,Sex,Age,Immed,Delay,Time,response,rt,resp_final
123,1,2,2,34,11,25,5,1,3.572,0
123,1,2,2,34,11,30,11,1,2.015,0
123,1,2,2,34,12,30,38,2,1.251,0
123,1,2,2,34,12,35,76,1,0.902,0
123,1,2,2,34,16,25,113,2,1.053,0
123,1,2,2,34,16,25,70,2,1.002,0
123,1,2,2,34,18,30,67,2,0.787,0
123,1,2,2,34,19,25,20,1,1.204,0
123,1,2,2,34,21,30,171,1,0.737,0
123,1,2,2,34,25,35,4,1,0.867,0
123,1,2,2,34,30,35,3,1,0.653,0
123,1,2,2,34,32,35,59,2,0.768,0
123,1,2,2,34,30,35,42,2,0.795,0
123,1,2,2,34,15,30,158,1,0.753,0
123,1,2,2,34,31,35,129,2,0.603,0
123,1,2,2,34,13,35,27,2,0.701,0
123,1,2,2,34,17,25,9,1,0.573,0
