Sub,Session,Race,Sex,Age,Immed,Delay,Time,response,rt,resp_final
107,0,1,2,20,11,25,5,2,1.419,1
107,0,1,2,20,11,30,11,1,0.324,0
107,0,1,2,20,12,30,38,1,1.839,1
107,0,1,2,20,12,35,76,2,2.19,1
107,0,1,2,20,16,25,113,2,3.772,0
107,0,1,2,20,16,25,70,1,1.507,1
107,0,1,2,20,18,30,67,1,1.391,1
107,0,1,2,20,19,25,20,2,1.242,1
107,0,1,2,20,21,30,171,1,3.153,0
107,0,1,2,20,25,35,4,2,2.34,1
107,0,1,2,20,30,35,3,2,1.592,1
107,0,1,2,20,32,35,59,2,2.041,0
107,0,1,2,20,30,35,42,2,3.623,0
107,0,1,2,20,15,30,158,2,2.889,1
107,0,1,2,20,31,35,129,2,1.708,0
107,0,1,2,20,13,35,27,1,1.758,1
107,0,1,2,20,17,25,9,2,2.191,1
