Sub,Session,Race,Sex,Age,Immed,Delay,Time,response,rt,resp_final
111,1,4,2,23,11,25,5,2,1.396,1
111,1,4,2,23,11,30,11,2,1.657,1
111,1,4,2,23,12,30,38,1,3.641,1
111,1,4,2,23,12,35,76,1,1.589,0
111,1,4,2,23,16,25,113,2,2.357,0
111,1,4,2,23,16,25,70,2,1.792,0
111,1,4,2,23,18,30,67,,,
111,1,4,2,23,19,25,20,1,1.524,0
111,1,4,2,23,21,30,171,1,1.991,0
111,1,4,2,23,25,35,4,2,2.207,1
111,1,4,2,23,30,35,3,2,1.373,1
111,1,4,2,23,32,35,59,2,1.725,0
111,1,4,2,23,30,35,42,2,3.19,0
111,1,4,2,23,15,30,158,1,1.773,0
111,1,4,2,23,31,35,129,2,1.757,0
111,1,4,2,23,13,35,27,1,2.34,1
111,1,4,2,23,17,25,9,2,3.008,1
