Sub,Session,Race,Sex,Age,Immed,Delay,Time,response,rt,resp_final
128,1,1,1,26,11,25,5,2,1.81,1
128,1,1,1,26,11,30,11,2,1.392,1
128,1,1,1,26,12,30,38,1,2.659,1
128,1,1,1,26,12,35,76,1,3.494,0
128,1,1,1,26,16,25,113,2,1.826,0
128,1,1,1,26,16,25,70,2,3.16,0
128,1,1,1,26,18,30,67,,,0
128,1,1,1,26,19,25,20,1,2.477,0
128,1,1,1,26,21,30,171,1,1.776,0
128,1,1,1,26,25,35,4,2,2.659,1
128,1,1,1,26,30,35,3,1,3.144,0
128,1,1,1,26,32,35,59,2,2.061,0
128,1,1,1,26,30,35,42,2,2.493,0
128,1,1,1,26,15,30,158,1,2.51,0
128,1,1,1,26,31,35,129,2,2.262,0
128,1,1,1,26,13,35,27,1,4.596,1
128,1,1,1,26,17,25,9,2,2.395,1
