Sub,Session,Race,Sex,Age,Immed,Delay,Time,response,rt,resp_final
126,1,2,1,35,11,25,5,1,1.757,0
126,1,2,1,35,11,30,11,1,1.525,0
126,1,2,1,35,12,30,38,2,1.274,0
126,1,2,1,35,12,35,76,1,1.392,0
126,1,2,1,35,16,25,113,2,1.407,0
126,1,2,1,35,16,25,70,2,1.343,0
126,1,2,1,35,18,30,67,2,1.225,0
126,1,2,1,35,19,25,20,1,1.242,0
126,1,2,1,35,21,30,171,1,0.958,0
126,1,2,1,35,25,35,4,1,1.175,0
126,1,2,1,35,30,35,3,2,2.14,1
126,1,2,1,35,32,35,59,2,1.525,0
126,1,2,1,35,30,35,42,2,1.26,0
126,1,2,1,35,15,30,158,1,1.192,0
126,1,2,1,35,31,35,129,2,1.059,0
126,1,2,1,35,13,35,27,2,1.143,0
126,1,2,1,35,17,25,9,1,1.69,0
